grower,farm,field,field_fvid,lat,lng,year,tmin,tmax,gdd,cpba_count,cpba_value,cpbl_count,cpbl_value,cum_gdd,croptype,clas_prop,wei_prop,clas_intensity,wei_intensity,summer_avg_temp,summer_hottest_temp,summer_coldest_temp,summer_avg_percip,summer_heavy_rainfall_days,summer_temp_variability,summer_cold_days,winter_avg_temp,winter_hottest_temp,winter_coldest_temp,winter_heavy_rainfall_days,winter_temp_variability,winter_warm_day_count,winter_extreme_cold_days,spring_frost_free_days
Alsum Farms,Arena,016,1137387,43.20234779,-90.20255617,2022,51.461465284896,92.1389973114132,18.0803434971059,9.33333333333333,9.33333333333333,6.14285714285714,4.77777777777778,1717.32219258351,43,0.4,0.4,0.102286189876215,0.102179420815132,20.132520325203252,35.0,-0.6,3.1268292682926826,3.0,4.496510412639667,6.0,-5.75111111111111,20.6,-32.8,0.0,6.625626863612997,3.0,26.0,4.0
Alsum Farms,Arena,028,1137388,43.1591776,-89.93096583,2022,52.3855687379268,86.1421319162336,16.1593970289832,4.375,3.71428571428571,8.28571428571429,9.0,1696.23396369994,43,0.4,0.4,0.0412225645543459,0.0419443967418103,20.132520325203252,35.0,-0.6,3.1268292682926826,3.0,4.496510412639667,6.0,-5.75111111111111,20.6,-32.8,0.0,6.625626863612997,3.0,26.0,4.0
Alsum Farms,Arena,036,1137389,43.18013335,-90.00794547,2022,49.2971085190439,91.411855552109,17.0248607386598,7.5,7.5,11.7777777777778,11.7777777777778,1697.39546435157,43,0.4,0.4,0.118444971391827,0.123557669818904,20.132520325203252,35.0,-0.6,3.1268292682926826,3.0,4.496510412639667,6.0,-5.75111111111111,20.6,-32.8,0.0,6.625626863612997,3.0,26.0,4.0
Alsum Farms,Arena,039,1137390,43.2039402,-90.13822068,2022,51.5725210660941,92.1822878719874,18.2156619537924,5.66666666666667,5.66666666666667,9.11111111111111,7.5,1700.56950593917,43,0.4,0.4,0.0776617284489157,0.063894567116054,20.132520325203252,35.0,-0.6,3.1268292682926826,3.0,4.496510412639667,6.0,-5.75111111111111,20.6,-32.8,0.0,6.625626863612997,3.0,26.0,4.0
Alsum Farms,Arena,043,1137391,43.1798328,-89.93989816,2022,51.9575420525072,91.260308703627,18.0673662616836,5.66666666666667,5.66666666666667,7.0,6.0,1689.18991443187,43,0.4,0.4,0.0356065586168174,0.0345955362804761,20.132520325203252,35.0,-0.6,3.1268292682926826,3.0,4.496510412639667,6.0,-5.75111111111111,20.6,-32.8,0.0,6.625626863612997,3.0,26.0,4.0
Alsum Farms,Arena,044,1137392,43.16584995,-89.95380117,2022,52.2128413649752,91.0313266853544,18.4656284099596,5.57142857142857,5.57142857142857,3.2,3.2,1597.58208233622,43,0.2,0.333333333333333,0.068254025748169,0.0701697436429933,20.132520325203252,35.0,-0.6,3.1268292682926826,3.0,4.496510412639667,6.0,-5.75111111111111,20.6,-32.8,0.0,6.625626863612997,3.0,26.0,4.0
Alsum Farms,Arena,071,1137393,43.18741611,-90.11734084,2022,49.6983469581408,92.3242031080359,17.0124918684977,6.33333333333333,6.33333333333333,6.14285714285714,5.375,1698.63789862015,24,0.2,0.133333333333333,0.0524476053140338,0.0479981083618217,20.132520325203252,35.0,-0.6,3.1268292682926826,3.0,4.496510412639667,6.0,-5.75111111111111,20.6,-32.8,0.0,6.625626863612997,3.0,26.0,4.0
Alsum Farms,Arena,072,1137394,43.18353713,-90.11919658,2022,51.5544541193167,89.2948834869825,16.7050023949911,9.3,9.3,3.875,3.0,1701.43722814983,24,0.2,0.133333333333333,0.0424678718177438,0.039342883987921,20.132520325203252,35.0,-0.6,3.1268292682926826,3.0,4.496510412639667,6.0,-5.75111111111111,20.6,-32.8,0.0,6.625626863612997,3.0,26.0,4.0
Alsum Farms,Arena,081,1137395,43.17384059,-89.94533918,2022,51.9603650494044,91.161372207383,17.3401292740125,98.7272727272727,98.7272727272727,15.3636363636364,15.3636363636364,1719.99378841542,43,0.2,0.333333333333333,0.0643741167583344,0.068251648130513,20.132520325203252,35.0,-0.6,3.1268292682926826,3.0,4.496510412639667,6.0,-5.75111111111111,20.6,-32.8,0.0,6.625626863612997,3.0,26.0,4.0
Alsum Farms,Arena,113,1137396,43.19509822,-90.14065749,2022,49.7401051464356,92.3310501501312,17.0778003663415,7.2,7.2,10.0,10.0,1707.85828738828,43,0.2,0.333333333333333,0.0714609193754279,0.0592758736776266,20.132520325203252,35.0,-0.6,3.1268292682926826,3.0,4.496510412639667,6.0,-5.75111111111111,20.6,-32.8,0.0,6.625626863612997,3.0,26.0,4.0
Alsum Farms,Arena,118,1137397,43.20843132,-90.14096478,2022,49.7981696013641,92.1015165144578,16.87610727274,7.4,7.4,6.22222222222222,5.9,1699.04321637143,43,0.4,0.4,0.0781117840525809,0.0640364548359063,20.132520325203252,35.0,-0.6,3.1268292682926826,3.0,4.496510412639667,6.0,-5.75111111111111,20.6,-32.8,0.0,6.625626863612997,3.0,26.0,4.0
Alsum Farms,Sauk,181,1137398,43.26687243,-89.79574159,2022,48.0397826907904,90.4740643065548,16.9136150278656,7.65,8.33333333333333,7.45,7.88888888888889,1754.50311637788,43,0.4,0.4,0.0359075061519794,0.0314730483545228,20.5650406504065,35.0,1.0,2.6707317073170733,3.0,4.475323667017114,5.0,-4.588888888888889,21.0,-30.0,0.0,6.426952454521827,3.0,24.0,4.0
Alsum Farms,Sauk,183,1137399,43.28190795,-89.78130931,2022,50.9129858003771,90.6988904153925,18.9075162603832,3.92857142857143,4.16666666666667,8.5,5.625,1644.30588736706,43,0.4,0.466666666666667,0.0261403583212197,0.0309044507585449,20.5650406504065,35.0,1.0,2.6707317073170733,3.0,4.475323667017114,5.0,-4.588888888888889,21.0,-30.0,0.0,6.426952454521827,3.0,24.0,4.0
Alsum Farms,Sauk,195,1137400,43.27627605,-89.78165148,2022,50.7881582952001,90.6100762574202,18.2214074770115,6.75,7.44444444444444,9.3,9.2,1750.26640896996,43,0.2,0.333333333333333,0.0329611099467878,0.0375346488391507,20.5650406504065,35.0,1.0,2.6707317073170733,3.0,4.475323667017114,5.0,-4.588888888888889,21.0,-30.0,0.0,6.426952454521827,3.0,24.0,4.0
Alsum Farms,Arena,035 & 037,1137401,43.18219311,-90.0000051,2022,51.9571529373912,91.5177128023769,18.2961227497762,8.27272727272727,8.27272727272727,8.7,8.7,1696.11423478758,43,0.4,0.4,0.157541131558872,0.159007158411679,20.132520325203252,35.0,-0.6,3.1268292682926826,3.0,4.496510412639667,6.0,-5.75111111111111,20.6,-32.8,0.0,6.625626863612997,3.0,26.0,4.0
Signature Farms,Signature Farms,Lucas North,1138786,44.18518239,-89.64955318,2022,49.1385130822417,91.4854490789552,16.7624484592924,2.325,2.55555555555556,2.0,2.0,1663.69299209834,43,0.4,0.4,0.113848263440596,0.127741703005424,19.421138211382114,35.6,-1.1,3.741463414634146,4.0,4.391800333492591,8.0,-7.677777777777778,16.7,-29.4,0.0,6.297917932709276,2.0,36.0,3.0
Alsum Farms,Arena,123,1138914,43.15959511,-89.97069189,2022,52.2785092177572,88.914362431279,17.0263632729872,12.2222222222222,12.2222222222222,4.28571428571429,4.28571428571429,1699.26574457999,43,0.2,0.333333333333333,0.0725179824716227,0.081409013779011,20.132520325203252,35.0,-0.6,3.1268292682926826,3.0,4.496510412639667,6.0,-5.75111111111111,20.6,-32.8,0.0,6.625626863612997,3.0,26.0,4.0
Signature Farms,Signature Farms,Big Lucas East,1141517,44.18116223,-89.64332494,2022,59.791781459401,85.1971663871903,20.4944739232956,1.0,1.0,1.0,1.0,788.067330341383,43,0.4,0.466666666666667,0.161283813867335,0.179414492219773,19.421138211382114,35.6,-1.1,3.741463414634146,4.0,4.391800333492591,8.0,-7.677777777777778,16.7,-29.4,0.0,6.297917932709276,2.0,36.0,3.0
Signature Farms,Signature Farms,Big Lucas West,1141518,44.18105242,-89.65312737,2022,59.6765641400631,85.2395127707751,20.4580384554191,1.0,1.0,1.0,1.0,788.693212264438,43,0.4,0.466666666666667,0.115542566094242,0.130609998013193,19.421138211382114,35.6,-1.1,3.741463414634146,4.0,4.391800333492591,8.0,-7.677777777777778,16.7,-29.4,0.0,6.297917932709276,2.0,36.0,3.0
Signature Farms,Signature Farms,Lucas S40,1141519,44.1757817,-89.65566584,2022,59.7143770246225,85.2504789316493,20.4824279781359,1.0,1.0,1.0,1.0,788.365818973695,43,0.4,0.466666666666667,0.113472747187276,0.130184542883833,19.421138211382114,35.6,-1.1,3.741463414634146,4.0,4.391800333492591,8.0,-7.677777777777778,16.7,-29.4,0.0,6.297917932709276,2.0,36.0,3.0
Signature Farms,Signature Farms,Lucas Mini,1141520,44.17688792,-89.64519292,2022,59.8387093678804,85.2052360390632,20.5219727034718,3.0,3.0,20.0,20.0,787.781036450007,43,0.2,0.333333333333333,0.158566245017078,0.177874643244203,19.421138211382114,35.6,-1.1,3.741463414634146,4.0,4.391800333492591,8.0,-7.677777777777778,16.7,-29.4,0.0,6.297917932709276,2.0,36.0,3.0
Wisconsin Central Farms,WCF,1 Necedah,62992,44.05716407,-90.04041199,2023,51.0378424764597,94.073400902012,18.4502993978659,3.065,3.37777777777778,5.125,5.125,1666.79639302556,43,0.4,0.466666666666667,0.049339708734746,0.0584732736802234,18.834959349593497,38.0,-2.3,3.3666666666666663,5.0,4.198809037620022,20.0,-4.778888888888888,10.0,-27.1,1.0,6.13242431384552,0.0,19.0,5.0
Wisconsin Central Farms,WCF,12 Hollman,62995,44.20221889,-90.02125203,2023,50.0150019569836,92.2840468633404,17.6157783800321,4.825,5.33333333333333,9.0,9.0,1438.48623144219,43,0.4,0.4,0.104128241602372,0.10696752709762,19.624390243902436,37.2,-1.1,1.9065040650406502,3.0,4.275786601267208,9.0,-4.894444444444445,8.3,-26.1,0.0,5.985626249441448,0.0,16.0,5.0
Wisconsin Central Farms,WCF,2 16th St,63003,44.07955655,-90.05026659,2023,50.8919283702763,93.7075274494812,18.010368512801,2.01666666666667,2.18181818181818,2.3,2.3,1758.66405771343,43,0.4,0.4,0.0756983051271949,0.0743998578033019,18.834959349593497,38.0,-2.3,3.3666666666666663,5.0,4.198809037620022,20.0,-4.778888888888888,10.0,-27.1,1.0,6.13242431384552,0.0,19.0,5.0
Wisconsin Central Farms,WCF,20 Mallory,63004,44.1084352,-90.07707178,2023,50.7098794385479,92.9463164649118,17.7052867846609,2.27272727272727,2.27272727272727,3.0,3.0,1734.80813564457,43,0.4,0.4,0.0602517572914199,0.0570247428064672,18.834959349593497,38.0,-2.3,3.3666666666666663,5.0,4.198809037620022,20.0,-4.778888888888888,10.0,-27.1,1.0,6.13242431384552,0.0,19.0,5.0
Wisconsin Central Farms,WCF,25 N Bula,63008,44.14421633,-90.04052047,2023,50.3092958413032,92.4674884878876,17.5778182577477,2.5625,2.77272727272727,6.34444444444444,6.34444444444444,1708.00796594323,43,0.4,0.4,0.0958329723604523,0.0981141051113017,18.834959349593497,38.0,-2.3,3.3666666666666663,5.0,4.198809037620022,20.0,-4.778888888888888,10.0,-27.1,1.0,6.13242431384552,0.0,19.0,5.0
Wisconsin Central Farms,WCF,29 S Larsen,63011,44.19007525,-89.94407633,2023,48.6541503490583,92.9228060829581,16.7326369960883,3.18181818181818,3.18181818181818,5.55555555555556,5.55555555555556,1632.74337111823,43,0.6,0.6,0.12672227701018,0.140360632838314,19.624390243902436,37.2,-1.1,1.9065040650406502,3.0,4.275786601267208,9.0,-4.894444444444445,8.3,-26.1,0.0,5.985626249441448,0.0,16.0,5.0
Wisconsin Central Farms,WCF,22 5th St.,63022,44.20223102,-89.99092311,2023,49.7050114995856,92.35512275509,17.1570552833371,16.0208333333333,17.4545454545455,9.05,11.25,1664.70159143673,43,0.6,0.6,0.20918457476941,0.193632953581611,19.624390243902436,37.2,-1.1,1.9065040650406502,3.0,4.275786601267208,9.0,-4.894444444444445,8.3,-26.1,0.0,5.985626249441448,0.0,16.0,5.0
Coloma Farms,Coloma Farms,1 Home W 1/2,63181,44.01819895,-89.59508729,2023,49.5136882058526,90.7406161634959,19.2317102193531,2.0,2.0,2.66666666666667,2.66666666666667,1494.69301844477,43,0.4,0.466666666666667,0.261324432352606,0.264808777703121,19.347967479674796,38.3,-2.2,1.8504065040650408,2.0,4.314108566117134,12.0,-4.4222222222222225,9.4,-27.2,0.0,5.816400249310116,0.0,18.0,5.0
Coloma Farms,Coloma Farms,11 Lewallen South,63183,44.01309981,-89.60637763,2023,49.4513492145719,90.7894371378519,19.4339418767897,1.42857142857143,1.42857142857143,3.0,3.0,1365.82669246436,43,0.4,0.4,0.236825289406738,0.234625503131567,19.347967479674796,38.3,-2.2,1.8504065040650408,2.0,4.314108566117134,12.0,-4.4222222222222225,9.4,-27.2,0.0,5.816400249310116,0.0,18.0,5.0
Coloma Farms,Coloma Farms,18 Steve East S 1/2,63188,44.00927082,-89.58753018,2023,49.4413756642947,90.7020467102038,19.7086947245613,1.375,1.375,2.625,2.625,1494.80798835062,43,0.4,0.4,0.197471750547236,0.195792522839605,19.347967479674796,38.3,-2.2,1.8504065040650408,2.0,4.314108566117134,12.0,-4.4222222222222225,9.4,-27.2,0.0,5.816400249310116,0.0,18.0,5.0
Coloma Farms,Coloma Farms,2 Powell W 1/2,63189,44.0266876,-89.59511707,2023,48.2226586243309,90.7764332227252,18.0267732997044,1.875,1.875,4.78571428571429,5.16666666666667,1363.69851016248,43,0.4,0.466666666666667,0.269098731268482,0.276581978658004,19.347967479674796,38.3,-2.2,1.8504065040650408,2.0,4.314108566117134,12.0,-4.4222222222222225,9.4,-27.2,0.0,5.816400249310116,0.0,18.0,5.0
Flyte Family Farm,Flyte Family Farm,Bartel Prochnow,63348,44.04646896,-89.36165828,2023,49.4273553902686,91.1668879174495,18.0958753479877,1.25,1.25,2.525,2.525,1579.69969387586,43,0.4,0.466666666666667,0.0285503412955158,0.0321127815728245,19.347967479674796,38.3,-2.2,1.8504065040650408,2.0,4.314108566117134,12.0,-4.4222222222222225,9.4,-27.2,0.0,5.816400249310116,0.0,18.0,5.0
Gary Bula,Gary Bula Farms,Allens,63353,43.87908302,-89.73127295,2023,42.4894035908481,91.2467371776924,17.945885439561,4.11666666666667,4.11666666666667,3.02272727272727,3.3,1923.81269814072,43,0.4,0.466666666666667,0.0878581890954489,0.0912854143274883,19.689430894308945,38.1,0.3,2.032520325203252,1.0,4.194098371387321,10.0,-4.1866666666666665,9.4,-26.8,1.0,6.037210457848852,2.0,18.0,5.0
Gary Bula,Gary Bula Farms,Bracobs  East 1/2,63358,43.86531887,-89.70678151,2023,42.4381043515006,91.1733690675672,18.1516382237034,3.76923076923077,3.76923076923077,3.27272727272727,3.88888888888889,2005.87412859238,43,0.4,0.466666666666667,0.130482916583156,0.136778727243876,19.689430894308945,38.1,0.3,2.032520325203252,1.0,4.194098371387321,10.0,-4.1866666666666665,9.4,-26.8,1.0,6.037210457848852,2.0,18.0,5.0
Gary Bula,Gary Bula Farms,Jungenburg,63373,43.87986312,-89.77229317,2023,42.269553380592,91.4390619008474,17.5308816065153,2.81818181818182,2.81818181818182,3.8,3.8,1760.90427646738,43,0.4,0.466666666666667,0.103795565448312,0.119120203948863,19.689430894308945,38.1,0.3,2.032520325203252,1.0,4.194098371387321,10.0,-4.1866666666666665,9.4,-26.8,1.0,6.037210457848852,2.0,18.0,5.0
Gary Bula,Gary Bula Farms,Lonesome Acres South 1/2,63375,43.88909215,-89.78729053,2023,42.2828948260762,91.5552972968852,17.9699157376743,2.08333333333333,2.08333333333333,3.75,4.1,1932.75029122562,43,0.4,0.466666666666667,0.122597603358999,0.146262307694903,19.689430894308945,38.1,0.3,2.032520325203252,1.0,4.194098371387321,10.0,-4.1866666666666665,9.4,-26.8,1.0,6.037210457848852,2.0,18.0,5.0
Gary Bula,Gary Bula Farms,Paines,63384,43.8796387,-89.71187031,2023,42.4442805368882,91.251037995031,18.1467748699683,3.13846153846154,3.13846153846154,2.79166666666667,3.0,2007.79299723802,43,0.4,0.466666666666667,0.14906286871105,0.146579359948727,19.689430894308945,38.1,0.3,2.032520325203252,1.0,4.194098371387321,10.0,-4.1866666666666665,9.4,-26.8,1.0,6.037210457848852,2.0,18.0,5.0
Gene Bula,Gene Bula,Woyak,63402,44.19258608,-89.62532588,2023,44.6194106573431,99.5083645931302,17.038070751536,3.66666666666667,3.66666666666667,3.08333333333333,3.08333333333333,1906.78123239669,43,0.6,0.6,0.13539687544725,0.132801299427775,19.624390243902436,37.2,-1.1,1.9065040650406502,3.0,4.275786601267208,9.0,-4.894444444444445,8.3,-26.1,0.0,5.985626249441448,0.0,16.0,5.0
Gene Bula,Gene Bula,Chalke,63403,44.20483418,-89.61230637,2023,41.58149267342,99.2692514204653,17.1721020043109,5.41666666666667,5.41666666666667,4.48076923076923,4.83333333333333,1900.54293661004,43,0.6,0.6,0.252412930323951,0.234846051179203,19.624390243902436,37.2,-1.1,1.9065040650406502,3.0,4.275786601267208,9.0,-4.894444444444445,8.3,-26.1,0.0,5.985626249441448,0.0,16.0,5.0
Nate Bula,Nate Bula,Easton North 1/2,63478,43.88778126,-89.77213439,2023,42.2394816086173,91.4677618173158,18.75321130006,1.125,1.09090909090909,1.36363636363636,1.36363636363636,2015.06775582943,43,0.4,0.466666666666667,0.116096737007463,0.136561112682758,19.689430894308945,38.1,0.3,2.032520325203252,1.0,4.194098371387321,10.0,-4.1866666666666665,9.4,-26.8,1.0,6.037210457848852,2.0,18.0,5.0
Gary Bula,Gary Bula Farms,Jacks,63489,43.87977155,-89.77999191,2023,42.2870071812732,91.4881250346733,17.9664833132822,1.16666666666667,1.16666666666667,2.16666666666667,2.16666666666667,1929.87812349163,43,0.4,0.466666666666667,0.107148702225499,0.126600155172761,19.689430894308945,38.1,0.3,2.032520325203252,1.0,4.194098371387321,10.0,-4.1866666666666665,9.4,-26.8,1.0,6.037210457848852,2.0,18.0,5.0
Gary Bula,Gary Bula Farms,P-4,63501,43.78525126,-89.69845438,2023,42.8175035065155,90.4281767016052,18.4664733730357,2.44444444444444,2.44444444444444,3.58333333333333,3.58333333333333,1397.25740232748,43,0.4,0.4,0.13911869769626,0.144587281087118,20.521138211382112,38.1,1.3,2.193495934959349,3.0,4.261786972861561,7.0,-3.3433333333333337,10.6,-24.6,2.0,5.851054836235019,2.0,15.0,5.0
Heartland Farms,Monday,H-02,63596,44.11561854,-89.61307155,2023,46.492980571251,91.3350040473256,16.0097948934528,3.11538461538462,3.33333333333333,4.25,4.58333333333333,1911.46060903529,43,0.4,0.533333333333333,0.239329203550615,0.249285417870003,19.347967479674796,38.3,-2.2,1.8504065040650408,2.0,4.314108566117134,12.0,-4.4222222222222225,9.4,-27.2,0.0,5.816400249310116,0.0,18.0,5.0
Heartland Farms,Monday,H-04,63600,44.12465854,-89.60740143,2023,37.0216605288071,92.5949960392313,16.4253209237101,2.07214285714286,2.07214285714286,4.07692307692308,4.07692307692308,2027.86995454994,43,0.4,0.6,0.235379496860281,0.262799364257592,19.347967479674796,38.3,-2.2,1.8504065040650408,2.0,4.314108566117134,12.0,-4.4222222222222225,9.4,-27.2,0.0,5.816400249310116,0.0,18.0,5.0
Heartland Farms,Monday,H-41,63602,44.15941149,-89.5376237,2023,46.4693086718044,90.7408063242581,16.6778269250647,2.85,2.88888888888889,2.66666666666667,2.66666666666667,1536.3851974899,43,0.4,0.466666666666667,0.224589467650261,0.233936232230433,19.347967479674796,38.3,-2.2,1.8504065040650408,2.0,4.314108566117134,12.0,-4.4222222222222225,9.4,-27.2,0.0,5.816400249310116,0.0,18.0,5.0
Heartland Farms,Monday,H-43,63604,44.13018817,-89.53803895,2023,40.139495840936,90.7654770210291,15.185223536079,1.54166666666667,1.54166666666667,4.9,4.9,1647.78444302559,43,0.6,0.6,0.180924427916599,0.186752285184494,19.347967479674796,38.3,-2.2,1.8504065040650408,2.0,4.314108566117134,12.0,-4.4222222222222225,9.4,-27.2,0.0,5.816400249310116,0.0,18.0,5.0
Heartland Farms,Monday,K-01,63620,44.07244199,-89.46858773,2023,47.3955012925923,91.0811963453517,15.9847713137936,1.27272727272727,1.27272727272727,2.27272727272727,2.27272727272727,1664.5798345057,43,0.4,0.466666666666667,0.0185654632856336,0.0203011925364953,19.347967479674796,38.3,-2.2,1.8504065040650408,2.0,4.314108566117134,12.0,-4.4222222222222225,9.4,-27.2,0.0,5.816400249310116,0.0,18.0,5.0
Heartland Farms,Monday,H-62,63628,44.13884538,-89.60042285,2023,36.9539795512122,91.1800220393521,15.4258402641527,1.81909090909091,1.81909090909091,1.8,1.8,1656.80673061112,43,0.4,0.533333333333333,0.206142428763973,0.239893048582452,19.347967479674796,38.3,-2.2,1.8504065040650408,2.0,4.314108566117134,12.0,-4.4222222222222225,9.4,-27.2,0.0,5.816400249310116,0.0,18.0,5.0
Heartland Farms,Monday,J-10,63637,44.32036966,-89.46293415,2023,45.6384082584819,92.8938715914008,15.8917309846417,2.14285714285714,2.14285714285714,3.0,3.0,1948.80425609419,43,0.4,0.4,0.0820050600721657,0.0835522434405277,19.63658536585366,36.6,0.5,2.378861788617886,3.0,4.329204452959202,10.0,-4.303333333333333,8.7,-24.2,0.0,5.830420995842757,0.0,16.0,5.0
Heartland Farms,Monday,H-03,63694,44.1211558,-89.60295471,2023,37.1908581635603,92.5263128618718,16.4354046564822,2.35785714285714,2.35785714285714,3.23076923076923,3.23076923076923,2028.56352159168,43,0.4,0.533333333333333,0.197179189787228,0.215099006105912,19.347967479674796,38.3,-2.2,1.8504065040650408,2.0,4.314108566117134,12.0,-4.4222222222222225,9.4,-27.2,0.0,5.816400249310116,0.0,18.0,5.0
Heartland Farms,Monday,H-60,63730,44.13755433,-89.58569737,2023,37.0653181755781,91.0168734716487,15.6681495301759,3.15384615384615,3.15384615384615,6.83333333333333,6.83333333333333,1899.86778863072,43,0.4,0.533333333333333,0.24568850709986,0.25505391537341,19.347967479674796,38.3,-2.2,1.8504065040650408,2.0,4.314108566117134,12.0,-4.4222222222222225,9.4,-27.2,0.0,5.816400249310116,0.0,18.0,5.0
Heartland Farms,Tuesday,H-61,63731,44.13731628,-89.59276484,2023,52.7116968424784,90.0719298175376,17.3821137200879,3.16666666666667,3.16666666666667,4.54545454545455,4.54545454545455,1767.55792122985,43,0.4,0.466666666666667,0.228354875628727,0.253915571236883,19.347967479674796,38.3,-2.2,1.8504065040650408,2.0,4.314108566117134,12.0,-4.4222222222222225,9.4,-27.2,0.0,5.816400249310116,0.0,18.0,5.0
Helbach Farms,Helbach Farms,A-13,63772,44.48465588,-89.34245729,2023,50.6646440221116,85.8928804031125,15.7542611388058,0.666666666666667,0.666666666666667,1.83333333333333,1.83333333333333,1350.73167323617,43,0.4,0.466666666666667,0.0302651268716089,0.0299582603398606,19.63658536585366,36.6,0.5,2.378861788617886,3.0,4.329204452959202,10.0,-4.303333333333333,8.7,-24.2,0.0,5.830420995842757,0.0,16.0,5.0
Helbach Farms,Helbach Farms,A-14,63773,44.48849627,-89.34128274,2023,50.6769805723476,85.8431090368594,15.7384486546722,0.642857142857143,0.642857142857143,2.57142857142857,2.57142857142857,1349.43377388924,43,0.4,0.466666666666667,0.0281046264746192,0.0277054957356781,19.63658536585366,36.6,0.5,2.378861788617886,3.0,4.329204452959202,10.0,-4.303333333333333,8.7,-24.2,0.0,5.830420995842757,0.0,16.0,5.0
Helbach Farms,Helbach Farms,H-40,63777,44.35874789,-89.31729964,2023,46.9191322865205,90.3716432925692,16.0368789116807,3.29166666666667,3.54545454545455,5.7,5.7,1837.6332302121,43,0.4,0.466666666666667,0.0421017684024525,0.038189091398105,20.047967479674796,37.3,1.1,2.9032520325203253,3.0,4.252392761217507,9.0,-3.3755555555555556,10.5,-24.9,0.0,5.8953287756734465,1.0,15.0,5.0
Specialty Potatoes,Specialty,Park Field,63808,44.63293736,-89.30278304,2023,47.992014177689,90.1065334426865,15.3580144550551,2.0,2.0,5.95,7.0,1582.24483417476,43,0.4,0.466666666666667,0.0734021754957207,0.0775026222295727,19.63658536585366,36.6,0.5,2.378861788617886,3.0,4.329204452959202,10.0,-4.303333333333333,8.7,-24.2,0.0,5.830420995842757,0.0,16.0,5.0
Specialty Potatoes,Specialty,Frank South,63813,44.60464367,-89.5224131,2023,47.5065952758988,90.6604703451764,14.6441723134873,3.4,3.4,6.6,6.6,1590.10581875894,43,0.4,0.466666666666667,0.0690278713082465,0.0677664314285617,19.63658536585366,36.6,0.5,2.378861788617886,3.0,4.329204452959202,10.0,-4.303333333333333,8.7,-24.2,0.0,5.830420995842757,0.0,16.0,5.0
Taterland,Taterland,Pam's West,63816,44.22341682,-89.57546272,2023,41.9295414938122,88.8125350107139,16.6581307272277,1.7,1.7,17.125,22.6666666666667,949.642804446241,43,0.4,0.533333333333333,0.147604218584496,0.154293891899651,19.624390243902436,37.2,-1.1,1.9065040650406502,3.0,4.275786601267208,9.0,-4.894444444444445,8.3,-26.1,0.0,5.985626249441448,0.0,16.0,5.0
Taterland,Taterland,South Wilson,63817,44.18211538,-89.57028037,2023,41.8409175316191,89.231047819559,17.986119052667,3.1025,3.1025,5.9375,6.71428571428571,1571.49245192788,43,0.4,0.466666666666667,0.180387022546185,0.180974097758971,19.347967479674796,38.3,-2.2,1.8504065040650408,2.0,4.314108566117134,12.0,-4.4222222222222225,9.4,-27.2,0.0,5.816400249310116,0.0,18.0,5.0
Taterland,Taterland,Bob Wallner,63821,44.19051416,-89.58030656,2023,55.3173387435661,89.2472830144782,19.2531184611937,2.0,2.0,19.6666666666667,19.6666666666667,954.372623319542,43,0.6,0.6,0.148043492063117,0.152920688481868,19.347967479674796,38.3,-2.2,1.8504065040650408,2.0,4.314108566117134,12.0,-4.4222222222222225,9.4,-27.2,0.0,5.816400249310116,0.0,18.0,5.0
Taterland,Taterland,Corner West,63823,44.22190811,-89.58538721,2023,53.4952594254556,92.1606381761442,18.63412851769,5.2125,5.74285714285714,5.4375,6.14285714285714,1564.19616445137,43,0.2,0.333333333333333,0.196525034447695,0.215708106787851,19.624390243902436,37.2,-1.1,1.9065040650406502,3.0,4.275786601267208,9.0,-4.894444444444445,8.3,-26.1,0.0,5.985626249441448,0.0,16.0,5.0
Taterland,Taterland,Harris Home,63829,44.24017341,-89.53489283,2023,44.5887409331987,98.4173742097638,17.2736782029399,5.54545454545455,5.54545454545455,4.5,4.5,1887.8830208795,43,0.4,0.4,0.212335977136699,0.209503971487441,19.624390243902436,37.2,-1.1,1.9065040650406502,3.0,4.275786601267208,9.0,-4.894444444444445,8.3,-26.1,0.0,5.985626249441448,0.0,16.0,5.0
Helbach Farms,Helbach Farms,P-63,63851,44.36103715,-89.17203416,2023,51.1575836157741,87.1869459903035,17.1288163103168,1.375,1.6,2.14285714285714,2.14285714285714,1426.48516690827,43,0.4,0.466666666666667,0.0585885765404075,0.0612760300813484,20.047967479674796,37.3,1.1,2.9032520325203253,3.0,4.252392761217507,9.0,-3.3755555555555556,10.5,-24.9,0.0,5.8953287756734465,1.0,15.0,5.0
Helbach Farms,Helbach Farms,H-70&71,63856,44.35864776,-89.28178683,2023,49.4741058432484,85.3041832206328,16.1538184567701,0.6,0.6,2.0,2.0,1360.69427351652,43,0.4,0.466666666666667,0.0156178193025568,0.0180550644531278,20.047967479674796,37.3,1.1,2.9032520325203253,3.0,4.252392761217507,9.0,-3.3755555555555556,10.5,-24.9,0.0,5.8953287756734465,1.0,15.0,5.0
James Burns & Sons,James Burns & Sons,2 N Blaine,63877,44.32721053,-89.31003374,2023,44.9864349182715,92.253683541867,16.3225028514055,3.30769230769231,3.30769230769231,4.0,4.0,1878.87202881352,43,0.4,0.6,0.0599122150250497,0.0817141801775766,20.047967479674796,37.3,1.1,2.9032520325203253,3.0,4.252392761217507,9.0,-3.3755555555555556,10.5,-24.9,0.0,5.8953287756734465,1.0,15.0,5.0
